Year,Country,Sector,Expenditure_USD_Million,GDP_Percentage,Expenditure_GDP_Ratio,Spending_Tier,GDP_Contribution,Decade,Growth_Indicator
2011,Ireland,Social protection,38063.184,15.94668,2386.7537,Moderate Spender,Critical,2010,Not Calculated
2011,Israel,Total function,106997.125,40.79286,2622.8735,Mega Spender,Critical,2010,Not Calculated
2011,Israel,Social protection,27947.664,10.6551,2622.6917,Moderate Spender,Critical,2010,Not Calculated
2011,Italy,Total function,1.12855e+06,49.23885,22919.445,Mega Spender,Critical,2010,Not Calculated
2011,Italy,Social protection,448493.56,19.56786,22918.738,Mega Spender,Critical,2010,Not Calculated
2011,Italy,General public services,209123.19,9.12408,22917.408,Mega Spender,Significant,2010,Not Calculated
2011,Japan,Total function,2.52357e+06,40.48629,62329.934,Mega Spender,Critical,2010,Not Calculated
2011,Japan,Social protection,1.027679e+06,16.48732,62327.7,Mega Spender,Critical,2010,Not Calculated
2011,Kazakhstan,Total function,37169.863,19.29634,1926.165,Moderate Spender,Critical,2010,Not Calculated
2011,Kiribati,Total function,129.481,71.6658,1.8067082,Low Spender,Critical,2010,Not Calculated
2011,Kiribati,Health,17.255,9.55068,1.8064883,Low Spender,Significant,2010,Not Calculated
2011,Kiribati,Education,23.568,13.0446,1.8065861,Low Spender,Critical,2010,Not Calculated
2011,Kiribati,General public services,43.803,24.24415,1.8066707,Low Spender,Critical,2010,Not Calculated
2011,"Korea, Republic of",Total function,380804.28,30.38599,12531.82,Mega Spender,Critical,2010,Not Calculated
2011,Latvia,Total function,11631.289,41.97225,277.11194,Moderate Spender,Critical,2010,Not Calculated
2011,Latvia,Social protection,3458.939,12.4818,277.0964,Low Spender,Critical,2010,Not Calculated
2011,Lithuania,Total function,18540.385,42.54114,435.81223,Moderate Spender,Critical,2010,Not Calculated
2011,Lithuania,Social protection,6108.15,14.01522,435.79153,Low Spender,Critical,2010,Not Calculated
2011,Luxembourg,Total function,25603.082,41.55296,616.1406,Moderate Spender,Critical,2010,Not Calculated
2011,Luxembourg,Social protection,10513.591,17.06321,616.11945,Moderate Spender,Critical,2010,Not Calculated
2011,Malaysia,Total function,74349.95,24.9537,2979.397,Major Spender,Critical,2010,Not Calculated
2011,Malaysia,General public services,27158.17,9.11496,2979.1892,Moderate Spender,Significant,2010,Not Calculated
2011,Maldives,Total function,867.26,31.25995,27.7426,Low Spender,Critical,2010,Not Calculated
2011,Maldives,General public services,283.536,10.21992,27.740751,Low Spender,Critical,2010,Not Calculated
2011,Malta,Total function,4043.63,42.00685,96.25891,Low Spender,Critical,2010,Not Calculated
2011,Malta,Social protection,1314.284,13.65331,96.25415,Low Spender,Critical,2010,Not Calculated
2011,Marshall Islands,Total function,88.97,51.70488,1.7206941,Low Spender,Critical,2010,Not Calculated
2011,Marshall Islands,Education,33.939,19.72364,1.7206397,Low Spender,Critical,2010,Not Calculated
2011,Marshall Islands,General public services,22.877,13.29496,1.7205979,Low Spender,Critical,2010,Not Calculated
2011,Mauritius,Total function,2598.726,22.56149,115.179054,Low Spender,Critical,2010,Not Calculated
2011,"Moldova, Republic of",Total function,2734.318,32.49589,84.140915,Low Spender,Critical,2010,Not Calculated
2011,"Moldova, Republic of",Social protection,942.667,11.20308,84.13604,Low Spender,Critical,2010,Not Calculated
2011,Mongolia,Total function,3986.337,38.29398,104.09555,Low Spender,Critical,2010,Not Calculated
2011,Mongolia,Social protection,1370.322,13.16373,104.0904,Low Spender,Critical,2010,Not Calculated
2011,Netherlands (Kingdom of the),Total function,426816.62,47.20974,9040.668,Mega Spender,Critical,2010,Not Calculated
2011,Netherlands (Kingdom of the),Social protection,151986.2,16.81103,9040.325,Mega Spender,Critical,2010,Not Calculated
2011,New Zealand,Total function,74332.836,44.16914,1682.8752,Major Spender,Critical,2010,Not Calculated
2011,New Zealand,Social protection,27651.188,16.43055,1682.8108,Moderate Spender,Critical,2010,Not Calculated
2011,Norway,Total function,220157.27,44.18314,4982.7217,Mega Spender,Critical,2010,Not Calculated
2011,Norway,Social protection,86584.836,17.37662,4982.549,Major Spender,Critical,2010,Not Calculated
2011,Panama,Total function,6671.04,19.23253,346.8443,Low Spender,Critical,2010,Not Calculated
2011,Paraguay,Total function,5020.222,14.87198,337.53976,Low Spender,Critical,2010,Not Calculated
2011,Peru,Total function,32896.8,19.15258,1717.5276,Moderate Spender,Critical,2010,Not Calculated
2011,Philippines,Total function,36478.934,15.57486,2342.0173,Moderate Spender,Critical,2010,Not Calculated
2011,Poland,Total function,232901.94,44.41522,5243.624,Mega Spender,Critical,2010,Not Calculated
2011,Poland,Social protection,82009.95,15.63958,5243.4087,Major Spender,Critical,2010,Not Calculated
2011,Portugal,Total function,122614.9,50.08835,2447.9236,Mega Spender,Critical,2010,Not Calculated
2011,Portugal,Social protection,43999.316,17.97378,2447.8362,Moderate Spender,Critical,2010,Not Calculated
2011,Romania,Total function,73389.62,38.102,1926.085,Major Spender,Critical,2010,Not Calculated
2011,Romania,Social protection,23763.27,12.33728,1925.979,Moderate Spender,Critical,2010,Not Calculated
2011,Russian Federation,Total function,800463.75,39.12483,20458.705,Mega Spender,Critical,2010,Not Calculated
2011,Russian Federation,Social protection,228089.38,11.14848,20457.398,Mega Spender,Critical,2010,Not Calculated
2011,Samoa,Total function,257.97,33.122,7.788244,Low Spender,Critical,2010,Not Calculated
2011,Serbia,Total function,20743.385,37.31398,555.89966,Moderate Spender,Critical,2010,Not Calculated
2011,Serbia,Social protection,7675.328,13.80667,555.8742,Low Spender,Critical,2010,Not Calculated
2011,Seychelles,Total function,330.884,31.8311,10.394665,Low Spender,Critical,2010,Not Calculated
2011,Seychelles,General public services,98.715,9.49642,10.393875,Low Spender,Significant,2010,Not Calculated
2011,Singapore,Total function,40375.156,14.45291,2793.3726,Moderate Spender,Critical,2010,Not Calculated
2011,Slovakia,Total function,41322.504,41.40866,997.89526,Moderate Spender,Critical,2010,Not Calculated
2011,Slovakia,Social protection,14501.237,14.53147,997.85077,Moderate Spender,Critical,2010,Not Calculated
2011,Slovenia,Total function,26233.72,50.92308,515.15356,Moderate Spender,Critical,2010,Not Calculated
2011,Slovenia,Social protection,10088.377,19.58286,515.1373,Moderate Spender,Critical,2010,Not Calculated
2011,South Africa,Total function,171177.16,37.35865,4581.8726,Mega Spender,Critical,2010,Not Calculated
2011,Spain,Total function,683416.6,46.21512,14787.409,Mega Spender,Critical,2010,Not Calculated
2011,Spain,Social protection,251540.23,17.01007,14786.855,Mega Spender,Critical,2010,Not Calculated
2011,Sri Lanka,Total function,12382.919,18.96523,652.893,Moderate Spender,Critical,2010,Not Calculated
2011,Sweden,Total function,285841.3,49.78998,5740.825,Mega Spender,Critical,2010,Not Calculated
2011,Sweden,Social protection,112649.28,19.62209,5740.65,Mega Spender,Critical,2010,Not Calculated
2011,"Switzerland, Liechtenstein",Total function,231691.88,31.80893,7283.634,Mega Spender,Critical,2010,Not Calculated
2011,"Switzerland, Liechtenstein",Social protection,89942.71,12.34822,7283.2705,Major Spender,Critical,2010,Not Calculated
2011,Thailand,Total function,83318.32,22.46874,3708.0234,Major Spender,Critical,2010,Not Calculated
2011,Timor-Leste,Total function,1369.488,131.37695,10.424032,Low Spender,Critical,2010,Not Calculated
2011,Türkiye,Total function,276149.6,32.92255,8387.601,Mega Spender,Critical,2010,Not Calculated
2011,Ukraine,Total function,73969.05,45.33516,1631.5685,Major Spender,Critical,2010,Not Calculated
2011,Ukraine,Social protection,22217.584,13.61702,1631.4841,Moderate Spender,Critical,2010,Not Calculated
2011,Ukraine,General public services,18704.59,11.46393,1631.4613,Moderate Spender,Critical,2010,Not Calculated
2011,United Kingdom,Total function,1.2169e+06,45.63826,26663.447,Mega Spender,Critical,2010,Not Calculated
2011,United Kingdom,Social protection,439852.66,16.49611,26662.406,Mega Spender,Critical,2010,Not Calculated
2011,United States of America,Total function,6.5363345e+06,41.63248,156997.08,Mega Spender,Critical,2010,Not Calculated
2011,Vanuatu,Total function,198.962,25.11676,7.9211683,Low Spender,Critical,2010,Not Calculated
2011,Yemen,Total function,8416.417,27.08084,310.77716,Low Spender,Critical,2010,Not Calculated
2012,Afghanistan,Total function,13683.088,71.50257,191.3623,Moderate Spender,Critical,2010,Not Calculated
2012,Afghanistan,Defence,5527.558,28.8849,191.35835,Low Spender,Critical,2010,Not Calculated
2012,Afghanistan,Public order and safety,2895.345,15.12996,191.35236,Low Spender,Critical,2010,Not Calculated
2012,Albania,Total function,3506.243,28.46028,123.19344,Low Spender,Critical,2010,Not Calculated
2012,Armenia,Total function,2715.375,25.57014,106.18905,Low Spender,Critical,2010,Not Calculated
2012,Australia,Total function,607321.75,38.1746,15908.638,Mega Spender,Critical,2010,Not Calculated
2012,Australia,Social protection,157874.14,9.92354,15907.451,Mega Spender,Significant,2010,Not Calculated
2012,Austria,Total function,209667.08,51.2101,4094.1726,Mega Spender,Critical,2010,Not Calculated
2012,Austria,Social protection,85610.05,20.90981,4094.0571,Major Spender,Critical,2010,Not Calculated
2012,Azerbaijan,Total function,24905.768,35.74311,696.7796,Moderate Spender,Critical,2010,Not Calculated
2012,Azerbaijan,"Mining, manufacturing and construction",8421.484,12.08596,696.7413,Low Spender,Critical,2010,Not Calculated
2012,Belarus,Total function,26220.062,39.91733,656.84265,Moderate Spender,Critical,2010,Not Calculated
2012,Belarus,Social protection,8272.477,12.59399,656.8069,Low Spender,Critical,2010,Not Calculated
2012,Belgium,Total function,280215.25,56.47437,4961.725,Mega Spender,Critical,2010,Not Calculated
2012,Belgium,Social protection,97138.24,19.57717,4961.559,Major Spender,Critical,2010,Not Calculated
2012,Brazil,Total function,996627.1,40.42738,24651.672,Mega Spender,Critical,2010,Not Calculated
2012,Brazil,Social protection,320928.84,13.01822,24650.389,Mega Spender,Critical,2010,Not Calculated
2012,Brazil,General public services,264746.88,10.73924,24649.996,Mega Spender,Critical,2010,Not Calculated
2012,Bulgaria,Total function,18600.895,34.25638,542.97485,Moderate Spender,Critical,2010,Not Calculated
2012,Bulgaria,Social protection,6677.645,12.2979,542.9465,Low Spender,Critical,2010,Not Calculated
2012,Canada,Total function,667273.9,36.48927,18286.352,Mega Spender,Critical,2010,Not Calculated
2012,Canada,Social protection,189877.62,10.38329,18285.084,Mega Spender,Critical,2010,Not Calculated
2012,China,Total function,2.4167928e+06,28.3256,85318.84,Mega Spender,Critical,2010,Not Calculated
2012,"China, Hong Kong SAR",Total function,52579.434,20.02043,2626.158,Major Spender,Critical,2010,Not Calculated
2012,"China, Macao SAR",Total function,6455.768,14.94746,431.8684,Low Spender,Critical,2010,Not Calculated
2012,Colombia,Total function,112611.42,30.35992,3709.0913,Mega Spender,Critical,2010,Not Calculated
2012,Cook Islands,Total function,101.601,33.93717,2.993709,Low Spender,Critical,2010,Not Calculated
2012,Cook Islands,General public services,27.728,9.26172,2.9935052,Low Spender,Significant,2010,Not Calculated
2012,Costa Rica,Total function,14526.249,30.75532,472.3013,Moderate Spender,Critical,2010,Not Calculated
2012,Cyprus,Total function,10542.205,42.0865,250.48306,Moderate Spender,Critical,2010,Not Calculated
2012,Cyprus,Social protection,3253.599,12.98899,250.46971,Low Spender,Critical,2010,Not Calculated
2012,Cyprus,General public services,2522.169,10.06898,250.46413,Low Spender,Critical,2010,Not Calculated
2012,Czechia,Total function,93307.37,44.67509,2088.5303,Major Spender,Critical,2010,Not Calculated
2012,Czechia,Social protection,28605.133,13.69599,2088.4248,Moderate Spender,Critical,2010,Not Calculated
2012,Denmark,Total function,189598.9,57.95492,3271.4329,Mega Spender,Critical,2010,Not Calculated
2012,Denmark,Social protection,80414.67,24.58045,3271.356,Major Spender,Critical,2010,Not Calculated
2012,Denmark,General public services,29994.084,9.16833,3271.1313,Moderate Spender,Significant,2010,Not Calculated
2012,Egypt,Total function,85273.62,30.83632,2765.2732,Major Spender,Critical,2010,Not Calculated
2012,Egypt,Social protection,29134.133,10.53537,2765.1016,Moderate Spender,Critical,2010,Not Calculated
2012,El Salvador,Total function,5362.572,25.07497,213.85301,Low Spender,Critical,2010,Not Calculated
2012,El Salvador,General public services,2473.95,11.568,213.84302,Low Spender,Critical,2010,Not Calculated
2012,Estonia,Total function,9033.992,39.2433,230.19884,Low Spender,Critical,2010,Not Calculated
2012,Estonia,Social protection,2765.636,12.01381,230.18556,Low Spender,Critical,2010,Not Calculated
2012,Fiji,Total function,1073.543,27.0276,39.71878,Low Spender,Critical,2010,Not Calculated
2012,Finland,Total function,143197.4,55.43737,2583.0017,Mega Spender,Critical,2010,Not Calculated
2012,Finland,Social protection,60918.254,23.58386,2582.939,Major Spender,Critical,2010,Not Calculated
2012,France,Total function,1.5325718e+06,56.98207,26895.21,Mega Spender,Critical,2010,Not Calculated
2012,France,Social protection,648516.4,24.11228,26894.574,Mega Spender,Critical,2010,Not Calculated
2012,Georgia,Total function,4672.013,28.3344,164.88255,Low Spender,Critical,2010,Not Calculated
2012,Germany,Total function,1.5843218e+06,44.91542,35272.664,Mega Spender,Critical,2010,Not Calculated
2012,Germany,Social protection,666699.94,18.9009,35271.586,Mega Spender,Critical,2010,Not Calculated
2012,Greece,Total function,137271.97,56.71384,2420.389,Mega Spender,Critical,2010,Not Calculated
2012,Greece,Social protection,51608.676,21.3221,2420.3179,Major Spender,Critical,2010,Not Calculated
2012,Greece,General public services,26965.145,11.14064,2420.2131,Moderate Spender,Critical,2010,Not Calculated
2012,Hungary,Total function,63268.21,49.11584,1288.1165,Major Spender,Critical,2010,Not Calculated
2012,Hungary,Social protection,21354.977,16.57811,1288.0654,Moderate Spender,Critical,2010,Not Calculated
2012,Hungary,General public services,12271.154,9.52624,1288.0072,Moderate Spender,Significant,2010,Not Calculated
2012,Iceland,Total function,7041.214,47.73216,147.51201,Low Spender,Critical,2010,Not Calculated
2012,Iceland,Social protection,1515.863,10.27599,147.50069,Low Spender,Critical,2010,Not Calculated
2012,Iceland,General public services,1895.318,12.8483,147.5036,Low Spender,Critical,2010,Not Calculated
2012,India,Total function,443032.47,23.80772,18607.992,Mega Spender,Critical,2010,Not Calculated
2012,Indonesia,Total function,169389.88,18.45467,9178.203,Mega Spender,Critical,2010,Not Calculated
2012,Indonesia,General public services,89399.82,9.73992,9177.76,Major Spender,Significant,2010,Not Calculated
2012,Ireland,Total function,95929.914,42.51428,2256.3633,Major Spender,Critical,2010,Not Calculated
2012,Ireland,Social protection,35548.816,15.75455,2256.2727,Moderate Spender,Critical,2010,Not Calculated
2012,Israel,Total function,105738.58,40.91778,2584.1086,Mega Spender,Critical,2010,Not Calculated
2012,Israel,Social protection,28098.666,10.87337,2583.9348,Moderate Spender,Critical,2010,Not Calculated
2012,Italy,Total function,1.0557931e+06,50.58716,20870.361,Mega Spender,Critical,2010,Not Calculated
2012,Italy,Social protection,422691.62,20.2528,20869.744,Mega Spender,Critical,2010,Not Calculated
2012,Italy,General public services,206483.53,9.89343,20868.664,Mega Spender,Significant,2010,Not Calculated
2012,Japan,Total function,2.5278612e+06,40.30158,62722.074,Mega Spender,Critical,2010,Not Calculated
2012,Japan,Social protection,1.0344809e+06,16.49268,62719.836,Mega Spender,Critical,2010,Not Calculated
2012,Kazakhstan,Total function,42151.906,20.26548,2079.883,Moderate Spender,Critical,2010,Not Calculated
2012,Kiribati,Total function,141.578,74.66016,1.896274,Low Spender,Critical,2010,Not Calculated
2012,Kiribati,Health,17.236,9.08944,1.8960577,Low Spender,Significant,2010,Not Calculated
2012,Kiribati,Education,25.463,13.42767,1.8961669,Low Spender,Critical,2010,Not Calculated
